app,category,rating,reviews,size,installs,type,price,content_rating,genres,last_updated,current_ver,android_ver
Super Hero M Craft Run,Game,3.7,303,38M,"100,000+",Free,0,Everyone,Arcade,"July 12, 2017",1.6,4.0.3 And Up
M-Sight Pro,Video_Players,3.3,30,15M,"5,000+",Free,0,Everyone,Video Players & Editors,"July 25, 2018",3.1.0.1-R4,4.0 And Up
💎 I'M Rich,Lifestyle,3.8,718,26M,"10,000+",Paid,$399.99,Everyone,Lifestyle,"March 11, 2018",1.0.0,4.4 And Up
Don'T Hug Me I'M So Scared,Game,3.5,901,63M,"50,000+",Free,0,Everyone,Adventure,"June 8, 2018",1.8.5,2.3 And Up
Gts-M,Tools,4.2,38,0.251,"5,000+",Free,0,Everyone,Tools,"January 26, 2017",1.4,1.6 And Up
M Star Dialer,Communication,3.5,400,4.2M,"100,000+",Free,0,Everyone,Communication,"March 20, 2017",3.8.8,2.2 And Up
I'M Rich - Trump Edition,Lifestyle,3.6,275,7.3M,"10,000+",Paid,$400.00,Everyone,Lifestyle,"May 3, 2018",1.0.1,4.1 And Up
M Notifier For M Launcher,Tools,4.2,2803,1.4M,"100,000+",Free,0,Everyone,Tools,"February 15, 2017",1.0.4,4.0 And Up
M Theme - Dark Green Icon Pack,Personalization,4.2,202,4.9M,"10,000+",Free,0,Everyone,Personalization,"November 16, 2016",1.2.3,3.0 And Up
M-Faisaa,Finance,4.0,142,6.2M,"10,000+",Free,0,Everyone,Finance,"July 13, 2018",5.3,4.0.3 And Up
M.Ride - Your Motorcycle App,Auto_And_Vehicles,4.5,189,16M,"10,000+",Free,0,Everyone,Auto & Vehicles,"July 3, 2018",1.1.6,6.0 And Up
N Launcher: Nougat Theme,Personalization,4.2,128,7.7M,"10,000+",Free,0,Everyone,Personalization,"June 13, 2017",1.0,4.1 And Up
Dino In City-Dinosaur N Police,Family,3.7,10035,30M,"1,000,000+",Free,0,Teen,Simulation,"May 23, 2018",2.07,4.1 And Up
N Launcher Pro - Nougat 7.0,Personalization,4.3,2538,6.4M,"100,000+",Paid,$2.99,Everyone,Personalization,"March 23, 2018",1.5.1,4.1 And Up
Cops N Robbers 2,Game,4.1,63680,46M,"1,000,000+",Free,0,Everyone 10+,Adventure,"June 2, 2018",2.2.2,4.1 And Up
Hands 'N Guns Simulator,Family,3.9,19727,76M,"1,000,000+",Free,0,Teen,Simulation,"July 3, 2018",32,4.1 And Up
Hide N Seek : Mini Game,Game,3.8,4719,54M,"500,000+",Free,0,Everyone,Action,"July 8, 2018",5.1.3,4.1 And Up
N Launcher - Nougat 7.0,Personalization,4.4,32597,8.4M,"1,000,000+",Free,0,Everyone,Personalization,"May 24, 2018",1.5.2,4.1 And Up
Cook'N Recipe App,Lifestyle,3.4,552,22M,"10,000+",Free,0,Everyone,Lifestyle,"August 2, 2018",3.0.4,4.4 And Up
Tap N Pay,Productivity,4.4,253,8.2M,"10,000+",Free,0,Everyone,Productivity,"July 31, 2018",0.1.22,4.1 And Up
N-Com Wizard,Communication,3.3,960,3.8M,"50,000+",Free,0,Everyone,Communication,"September 21, 2017",2.1.2,2.3.3 And Up
Traps N' Gemstones,Game,4.5,413,9.1M,"1,000+",Paid,$4.99,Everyone,Adventure,"May 17, 2017",1.04,4.0.3 And Up
Shop 'N Save,Shopping,3.4,620,40M,"100,000+",Free,0,Everyone,Shopping,"March 13, 2018",2.2.8,4.1 And Up
Dual N-Back - Brain Game,Family,4.3,817,28M,"100,000+",Free,0,Everyone,Educational,"May 25, 2018",2.4.2,4.1 And Up
N Files - File Manager & Explorer,Productivity,4.3,369,11M,"10,000+",Free,0,Everyone,Productivity,"July 18, 2018",2.9.5,4.1 And Up
Guns'N'Glory Zombies Premium,Family,4.1,313,34M,"5,000+",Paid,$2.99,Everyone 10+,Strategy,"July 15, 2016",1.1.5,2.3.3 And Up
Cops N Robbers,Game,4.0,37789,58M,"1,000,000+",Free,0,Teen,Adventure,"June 6, 2018",1.5.2,4.1 And Up
Guns'N'Glory Premium,Family,4.4,3570,21M,"100,000+",Paid,$2.99,Everyone 10+,Strategy,"September 22, 2017",1.8.1,2.3.3 And Up
Madagascar Surf N' Slides Free,Family,3.8,48929,45M,"5,000,000+",Free,0,Everyone,Educational;Education,"September 8, 2017",1.5.0,4.0 And Up
Ghosts'N Goblins Mobile,Game,3.8,466,28M,"10,000+",Paid,$0.99,Everyone,Arcade,"March 28, 2017",1.00.02,4.1 And Up
Mopar Drag N Brag,Game,4.2,30630,17M,"1,000,000+",Free,0,Everyone,Racing,"May 25, 2015",1.2.5,4.1 And Up
Read Unlimitedly! Kids'N Books,Family,3.8,7462,31M,"1,000,000+",Free,0,Everyone,Education;Music & Video,"February 16, 2018",3.42,2.3 And Up
Dark Infusion Substratum Theme For Android N & O,Personalization,4.8,133,59M,"1,000+",Paid,$2.49,Everyone,Personalization,"August 3, 2018",15.6,7.0 And Up
Fantastic Chefs: Match 'N Cook,Family,4.7,8600,91M,"500,000+",Free,0,Everyone,Puzzle,"July 27, 2018",1.0.7,4.0.3 And Up
Guns'N'Glory Heroes Premium,Family,4.3,923,11M,"10,000+",Paid,$2.99,Everyone,Strategy,"November 9, 2017",Varies With Device,Varies With Device
Eat'N Park,Lifestyle,3.5,292,20M,"50,000+",Free,0,Everyone,Lifestyle,"December 18, 2017",3.1.3,4.0 And Up
Draw N Guess Multiplayer,Game,3.9,29505,69M,"1,000,000+",Free,0,Everyone,Word,"April 4, 2018",3.0.11,4.0.3 And Up
Car Parking Crane N Drifting,Family,4.2,106,71M,"50,000+",Free,0,Everyone,Simulation,"February 26, 2018",1.8,4.0.3 And Up
Lock 'N' Roll Pro - Ad Free,Game,4.6,169,13M,"1,000+",Paid,$0.99,Everyone,Card,"July 1, 2015",4.0.5,2.3.3 And Up
Rock N' Cash Casino Slots -Free Vegas Slot Games,Game,4.7,6187,33M,"100,000+",Free,0,Teen,Casino,"July 27, 2018",1.15.0,4.0.3 And Up
Age Of Conquest: N. America,Family,4.5,659,3.3M,"10,000+",Paid,$3.99,Everyone,Strategy,"August 4, 2018",1.0.28,1.5 And Up
Sketch 'N' Go,Video_Players,3.8,3965,6.4M,"100,000+",Free,0,Everyone,Video Players & Editors,"March 26, 2018",2.2.9,4.1 And Up
Guns'N'Glory Ww2 Premium,Family,4.5,4656,20M,"100,000+",Paid,$2.99,Everyone 10+,Strategy,"December 8, 2017",1.4.11,4.0 And Up
Rock N Roll Music Quiz Game,Game,3.7,80,7.6M,"10,000+",Free,0,Everyone,Trivia,"June 6, 2018",5.0,4.1 And Up
Cook 'N Learn Smart Kitchen,Family,3.5,205,62M,"50,000+",Free,0,Everyone,Educational;Education,"March 6, 2017",1.0.4,4.3 And Up
Jump'N'Shoot Attack,Game,4.1,155,32M,"1,000+",Paid,$2.49,Everyone,Arcade,"May 26, 2018",1.2,4.1 And Up
Ghouls'N Ghosts Mobile,Game,3.9,168,49M,"5,000+",Paid,$1.99,Everyone 10+,Arcade,"May 18, 2017",1.00.00,4.1 And Up
N-Back,Family,4.1,413,0.93,"10,000+",Free,0,Everyone,Puzzle,"February 15, 2016",1.6,2.1 And Up
Oddworld: New 'N' Tasty,Game,4.6,1475,34M,"10,000+",Paid,$4.99,Teen,Action,"January 2, 2018",1.0.4,5.0 And Up
Planet O - Icon Pack,Personalization,4.6,354,24M,"10,000+",Paid,$0.99,Everyone,Personalization,"June 13, 2018",1.6.1,4.1 And Up
The Noise-O-Meter,Family,4.0,1699,72M,"100,000+",Free,0,Everyone,Entertainment;Music & Video,"October 18, 2017",1.0.1.24,4.3 And Up
O Launcher 8.0 For Android™ O Oreo Launcher,Tools,4.4,11393,8.7M,"1,000,000+",Free,0,Everyone,Tools,"July 27, 2018",3.9,4.4 And Up
Stand O’Food® (Full),Family,4.4,925,40M,"10,000+",Paid,$1.99,Everyone,Casual,"December 26, 2014",1.5,2.3.3 And Up
Wifi-O-Matic,Productivity,4.0,736,6.8M,"50,000+",Free,0,Everyone,Productivity,"February 1, 2018",1.80.03,4.1 And Up
Detect-O-Gromit (D.O.G 2),Family,3.8,45,47M,"10,000+",Paid,$2.49,Everyone,Entertainment,"July 16, 2018",1.2,5.0 And Up
O Shopping,Shopping,3.9,671,3.6M,"100,000+",Free,0,Everyone,Shopping,"July 23, 2018",1.1.2,4.0.3 And Up
Obbligo O Verità? Pro,Game,4.3,4,2.9M,100+,Paid,$0.99,Teen,Board,"April 26, 2018","1,01",3.0 And Up
Ac Remote For O General - Now Free,Tools,3.7,274,26M,"50,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 And Up
O'Route Orienteering,Sports,4.2,6,1.3M,100+,Paid,$3.02,Everyone,Sports,"December 27, 2017",2.0.5,3.0 And Up
Drink-O-Tron The Drinking Game,Game,4.1,140,45M,"50,000+",Free,0,Mature 17+,Card,"May 31, 2017",1.64,4.0.3 And Up
Multiling O Keyboard + Emoji,Productivity,4.3,30443,0.54,"1,000,000+",Free,0,Everyone,Productivity,"July 3, 2018",0.54.2.4,2.1 And Up
Google I/O 2018,Books_And_Reference,4.3,22401,4.6M,"500,000+",Free,0,Everyone,Books & Reference,"May 7, 2018",6.1.2,5.0 And Up
Prime Key For Nougat Launcher& O Launcher &Kitkat,Personalization,4.1,324,0.313,"5,000+",Paid,$6.99,Everyone,Personalization,"August 20, 2017",5.1,5.1 And Up
Oo Launcher For Android O 8.0 Oreo™ Launcher,Personalization,4.4,14832,8.6M,"1,000,000+",Free,0,Everyone,Personalization,"August 3, 2018",4.6,4.0 And Up
Band O'Clock,Lifestyle,3.8,1140,0.746,"100,000+",Free,0,Everyone,Lifestyle,"December 3, 2011",0.11,2.1 And Up
O Launcher,Tools,4.3,2059,10M,"100,000+",Free,0,Everyone,Tools,"May 22, 2018",1.1.4,5.0 And Up
Verdad O Reto,Social,3.8,826,5.1M,"500,000+",Free,0,Teen,Social,"May 10, 2018",2.0,4.1 And Up
O-Level Past Papers & Solution (Up To 2017),Family,3.8,589,28M,"100,000+",Free,0,Everyone,Education,"June 11, 2018",8.3.2,4.0.3 And Up
"O Multiple - App Cloner, Duals App, Tarallel",Tools,3.9,145,5.2M,"50,000+",Free,0,Everyone,Tools,"May 15, 2018",1.0.7,4.1 And Up
P Icon Pack For Pixel,Personalization,4.4,38,51M,"1,000+",Free,0,Everyone,Personalization,"May 6, 2018",1.0.3,4.1 And Up
Android P | Xperia™ Theme 4800+ Icons,Personalization,4.6,29,39M,100+,Paid,$1.99,Everyone,Personalization,"May 16, 2018",1.0.0,6.0 And Up
Android P Home Klwp,Personalization,4.3,0,2.1M,5+,Paid,$1.49,Everyone,Personalization,"April 14, 2018",V2018.Apr.12.16,5.0 And Up
P-Home For Klwp,Personalization,5.0,4,12M,100+,Paid,$0.99,Everyone,Personalization,"May 15, 2018",V2018.May.15.14,5.0 And Up
[Substratum] Vacuum: P,Personalization,4.4,230,11M,"1,000+",Paid,$1.49,Everyone,Personalization,"July 20, 2018",4.4,4.1 And Up
"Super P Launcher For Android P 9.0 Launcher, Theme",Tools,4.4,2026,7.5M,"100,000+",Free,0,Everyone,Tools,"August 3, 2018",1.9,4.0 And Up
[Sub/Emui] P Pro - Emui 8.1/8.0/5.X Theme,Personalization,4.0,13,19M,100+,Paid,$0.99,Everyone,Personalization,"July 20, 2018",H7Subtv0.1_Tv0.4,7.0 And Up
Pacify Exceed (Android P) - Theme For Xperia™,Personalization,4.3,5,1.9M,10+,Paid,$1.49,Everyone,Personalization,"July 2, 2018",1.2.A.Exceed.Paid,6.0 And Up
Theme Android P Design For Lg V30,Personalization,4.2,35,5.2M,500+,Paid,$1.49,Everyone,Personalization,"April 26, 2018",1.33,7.0 And Up
Pistachio Launcher For Android P 9.0,Personalization,4.3,0,2.3M,1+,Paid,$1.49,Everyone,Personalization,"July 11, 2018",1.0.2,4.1 And Up
Theme Android P For Lg G7 & V35,Personalization,4.6,5,4.5M,100+,Paid,$1.49,Everyone,Personalization,"July 7, 2018",1.1,8.0 And Up
Volume Slider Like Android P Volume Control,Tools,4.1,1129,1.7M,"10,000+",Paid,$0.99,Everyone,Tools,"June 30, 2018",1.28,4.1 And Up
Pacify (Android P Theme) - Theme For Xperia™,Personalization,4.3,1,1.8M,10+,Paid,$0.99,Everyone,Personalization,"July 15, 2018",1.0.B+.Exceed.Paid,5.0 And Up
P Launcher For Android™ 9.0,Personalization,3.9,35,6.3M,"5,000+",Free,0,Everyone,Personalization,"July 1, 2018",0.9.3,5.0 And Up
Popsicle Launcher For Android P 9.0 Launcher,Personalization,4.3,0,5.5M,0+,Paid,$1.49,Everyone,Personalization,"July 11, 2018",1.1,4.2 And Up
Theme Android P Black Design For Lg V30,Personalization,4.4,8,6.2M,100+,Paid,$1.49,Everyone,Personalization,"April 6, 2018",1.1,7.0 And Up
P Launcher Theme For Android™ 9.0,Personalization,3.9,213,28M,"10,000+",Free,0,Everyone,Personalization,"May 18, 2018",1.4,4.0 And Up
Theme Android P Black For Lg G7 & V35,Personalization,4.6,5,4.3M,100+,Paid,$1.49,Everyone,Personalization,"July 31, 2018",1.3,7.0 And Up
P Theme For Android™ P 9.0 Style Launcher,Personalization,4.5,216,5.7M,"50,000+",Free,0,Everyone,Personalization,"April 13, 2018",1.4,4.1 And Up
Pureness Pacify (Android P) - Theme For Xperia™,Personalization,4.3,0,3.6M,1+,Paid,$1.49,Everyone,Personalization,"July 23, 2018",1.2.A.Exceed.Paid,6.0 And Up
Android P Wallpapers,Personalization,3.6,53,2.0M,"5,000+",Free,0,Everyone,Personalization,"February 12, 2018",1,4.0.3 And Up
P Xperia Theme™ | Design For Sony 🎨,Personalization,4.4,147,16M,"10,000+",Free,0,Everyone,Personalization,"May 28, 2018",1.0.0,4.4 And Up
Theme For New Android P,Personalization,4.3,13,4.3M,"1,000+",Free,0,Everyone,Personalization,"May 23, 2018",1.1.4,4.0 And Up
P9 Launcher - Android™ 9.0 P Launcher Style,Tools,4.3,1162,7.3M,"100,000+",Free,0,Everyone,Tools,"July 6, 2018",2.5,4.1 And Up
Android P Style Icon Pack,Personalization,5.0,1,60M,100+,Paid,$0.99,Everyone,Personalization,"June 16, 2018",1.0,4.1 And Up
Android P Stock Wallpapers,Personalization,4.5,16,3.7M,"1,000+",Free,0,Everyone,Personalization,"August 1, 2018",2.3.0,5.0 And Up
G-Pix [Android P] Dark Emui 8/5 Theme,Personalization,4.1,169,24M,"10,000+",Free,0,Everyone,Personalization,"March 25, 2018",7,4.4 And Up
G-Pix [Android P] Emui 8/5 Theme,Personalization,4.1,720,10M,"100,000+",Free,0,Everyone,Personalization,"March 13, 2018",12,4.4 And Up
Android-P Mono Grey Emui 8/5 Theme,Personalization,4.5,61,7.5M,"10,000+",Free,0,Everyone,Personalization,"April 4, 2018",4,4.4 And Up
P Xperia Theme™ | Purple - Design For Sony 🎨,Personalization,4.3,3,13M,500+,Free,0,Everyone,Personalization,"June 5, 2018",1.0.0,4.4 And Up
Materialistic P Wallpapers,Personalization,4.8,24,3.6M,"1,000+",Free,0,Everyone,Personalization,"August 3, 2018",2.244,5.0 And Up
Android P Rotation,Tools,4.5,502,2.0M,"10,000+",Free,0,Everyone,Tools,"July 15, 2018",1.5,5.0 And Up
P Xperia Theme™ | Indigo - Design For Sony 🎨,Personalization,4.3,12,14M,"1,000+",Free,0,Everyone,Personalization,"June 5, 2018",1.0.0,4.4 And Up
Android P Launcher 9.0 Launcher,Tools,4.0,164,2.3M,"10,000+",Free,0,Everyone,Tools,"April 23, 2018",1.0,5.0 And Up
Pixel Oreo/P Dark White Amoled Ui - Icon Pack,Personalization,4.8,18,16M,"5,000+",Paid,$1.49,Everyone,Personalization,"June 21, 2018",5.1,4.0.3 And Up
Pretty Easy Privacy P≡P,Communication,3.7,21,20M,500+,Paid,$0.99,Everyone,Communication,"July 30, 2018",1.0.100Rc1.Withoutkeysync,5.0 And Up
P Icon Pack,Family,4.3,0,21M,10+,Paid,$0.99,Everyone,Entertainment,"July 16, 2018",1.0.6,4.0.3 And Up
Pi Dark [Substratum],Personalization,4.5,189,2.1M,"10,000+",Free,0,Everyone,Personalization,"March 27, 2018",1.1,4.1 And Up
"Q Alerts: Qanon Drop Notifications, Research +++",News_And_Magazines,4.7,143,26M,"5,000+",Paid,$0.99,Mature 17+,News & Magazines,"July 26, 2018",4.1.10,4.1 And Up
Q,Family,4.2,69126,60M,"1,000,000+",Free,0,Everyone,Puzzle,"April 19, 2018",2.9.4,4.0 And Up
"Official Qr Code® Reader ""Q""",Productivity,4.4,3031,11M,"500,000+",Free,0,Everyone,Productivity,"March 23, 2018",Varies With Device,Varies With Device
Q Cat Live Wallpaper,Personalization,4.2,4383,7.1M,"500,000+",Free,0,Teen,Personalization,"March 16, 2015",2.7,2.3.3 And Up
Q Mindshare Mobile,Business,3.4,24,11M,"10,000+",Free,0,Everyone,Business,"April 2, 2018",Varies With Device,Varies With Device
Offroad Car Q,Family,4.1,24668,40M,"1,000,000+",Free,0,Everyone,Simulation,"August 4, 2016",1.0.2,2.3.3 And Up
Q*Bert: Rebooted,Game,4.3,13788,55M,"1,000,000+",Free,0,Everyone,Arcade,"April 1, 2017",1.1,4.4 And Up
Gun Shoot War Q,Game,4.2,26893,20M,"1,000,000+",Free,0,Teen,Arcade,"March 1, 2017",1.0.5,2.3 And Up
Q Actions - Digital Assistant,Productivity,4.3,0,11M,500+,Free,0,Everyone,Productivity,"July 20, 2018",Varies With Device,Varies With Device
Q Link Wireless Zone,Productivity,4.0,2194,17M,"500,000+",Free,0,Everyone,Productivity,"March 8, 2018",2.0.4,4.4 And Up
Q Avatar (Avatar Maker),Comics,4.4,2012,3.6M,"100,000+",Free,0,Everyone,Comics,"March 4, 2017",1.3.5,2.3 And Up
Q Downloader : Download Your Social Media Videos,Family,4.1,41,4.5M,"1,000+",Free,0,Everyone,Entertainment,"June 21, 2018",1.1.2.1,4.0.3 And Up
Q Avatar Pro,Family,4.8,4,3.6M,100+,Paid,$1.49,Teen,Entertainment,"March 4, 2017",1.3.5,2.3 And Up
Q Wunder,Family,3.8,156,43M,"10,000+",Free,0,Everyone,Education;Education,"June 30, 2018",2.0.13,4.1 And Up
Q Remote Control,Tools,3.8,4264,14M,"500,000+",Free,0,Everyone,Tools,"July 12, 2014",2.6.1,2.3 And Up
Q-Ticketing,Maps_And_Navigation,3.8,114,19M,"10,000+",Free,0,Everyone,Maps & Navigation,"December 18, 2017",1.8.3111,4.3 And Up
Djmax Technika Q - Music Game,Game,4.3,21107,95M,"100,000+",Free,0,Everyone,Music,"July 30, 2018",1.2.1,4.0.3 And Up
Myq,Tools,3.6,3642,29M,"100,000+",Free,0,Everyone,Tools,"July 23, 2018",3.2.0,4.0.3 And Up
Q Operator,Business,4.6,60,11M,"1,000+",Free,0,Everyone,Business,"November 8, 2016",1.10.4,4.3 And Up
Q Call,Tools,4.3,20,16M,"1,000+",Free,0,Everyone,Tools,"July 16, 2018",2.100,4.0 And Up
Q-Slope,Tools,4.5,2,3.9M,50+,Paid,$1.76,Everyone,Tools,"December 3, 2017",5.0,4.3 And Up
Q Mobile Banking,Finance,4.7,460,12M,"10,000+",Free,0,Everyone,Finance,"June 26, 2018",5.9.1.0,5.0 And Up
Q Quiz Sk,Family,3.9,159,39M,"5,000+",Free,0,Everyone,Education,"December 8, 2015",2.3,2.3 And Up
Big Q Car Service,Maps_And_Navigation,4.4,75,26M,"5,000+",Free,0,Everyone,Maps & Navigation,"May 15, 2017",3.002,4.0.3 And Up
Q-See Qt View,Tools,3.6,7357,19M,"100,000+",Free,0,Everyone,Tools,"July 12, 2018",4.4.1,5.0 And Up
"Datacamp - Learn R, Python & Sql",Family,4.4,944,12M,"100,000+",Free,0,Everyone,Education,"August 1, 2018",3.1.0,4.1 And Up
R Language Reference Guide,Books_And_Reference,3.9,54,2.8M,"10,000+",Free,0,Everyone,Books & Reference,"December 24, 2017",1.11,4.0 And Up
Run R Script - Online Statistical Data Analysis,Family,3.9,8,6.2M,"1,000+",Free,0,Everyone,Education,"April 4, 2018",1.1 Build 226,2.2 And Up
R Programming Language,Family,3.8,39,2.9M,"1,000+",Free,0,Everyone,Education,"December 21, 2017",1.0,4.2 And Up
R Programming,Family,4.3,2,5.9M,"1,000+",Free,0,Everyone,Education,"November 21, 2017",1.0,4.0.3 And Up
R. Physics Puzzle Game,Family,4.2,5369,60M,"500,000+",Free,0,Everyone,Puzzle,"April 19, 2018",1.0.16,4.3 And Up
R Instructor,Family,4.1,135,4.9M,"1,000+",Paid,$4.84,Everyone,Education,"February 21, 2014",2.03,3.0 And Up
Gt-R R35 Drift Simulator,Family,4.4,1852,62M,"100,000+",Free,0,Everyone,Simulation,"October 31, 2017",1.0,2.3 And Up
Offroad Pickup Truck R,Family,4.4,6367,96M,"1,000,000+",Free,0,Everyone,Simulation,"July 14, 2017",1.4,2.3 And Up
Learn R Programming Full,Books_And_Reference,4.3,11,9.2M,"5,000+",Free,0,Everyone,Books & Reference,"January 30, 2018",1.5,5.0 And Up
R Programming Tutorial,Family,4.3,5,2.8M,"1,000+",Free,0,Everyone,Education,"May 14, 2017",1.0,4.0.3 And Up
R Programing Offline Tutorial,Books_And_Reference,5.0,4,3.9M,"1,000+",Free,0,Everyone,Books & Reference,"March 15, 2018",1.0.0,4.1 And Up
Learn R Language Easy Way,Family,4.1,17,2.2M,"10,000+",Free,0,Everyone,Education,"September 24, 2017",1.22,4.0.3 And Up
.R,Tools,4.5,259,0.203,"10,000+",Free,0,Everyone,Tools,"September 16, 2014",1.1.06,1.5 And Up
R-Type Ii,Game,4.3,5682,37M,"50,000+",Paid,$1.99,Everyone,Arcade,"March 2, 2017",1.1.5,2.3.3 And Up
Guide For R Programming,Books_And_Reference,4.3,0,3.7M,5+,Free,0,Everyone,Books & Reference,"May 25, 2018",1.0.0,4.1 And Up
R Programming Solution,Family,3.9,169,7.7M,"10,000+",Free,0,Everyone,Education,"June 20, 2016",1.0.3,4.0 And Up
Learn R - Programming Concepts,Family,3.5,6,2.9M,"1,000+",Free,0,Everyone,Education,"April 25, 2017",1.0.1,4.0.3 And Up
Learn R Programming,Books_And_Reference,4.3,0,29M,10+,Free,0,Everyone,Books & Reference,"April 28, 2018",1.0,4.1 And Up
R Quick Reference Big Data,Books_And_Reference,4.3,6,3.6M,"1,000+",Free,0,Everyone,Books & Reference,"May 29, 2017",1.2,2.3 And Up
Learn R Programming Free Ebook,Family,4.3,1,5.7M,50+,Free,0,Everyone,Education,"March 23, 2018",1.0.0,4.0 And Up
Rmedus - 음성인식을 활용한 R 프로그래밍 실습 시스템,Family,4.3,4,64M,1+,Free,0,Everyone,Education,"July 17, 2018",1.0.1,4.4 And Up
R Programming Language (Paperset 2) Mcq Quiz,Family,4.3,0,3.4M,10+,Free,0,Everyone,Education,"March 19, 2018",1.0,4.0.3 And Up
R-Net For Android,Productivity,3.3,48,0.058,"5,000+",Free,0,Everyone,Productivity,"August 7, 2013",1.0,3.1 And Up
R File Manager,Tools,4.8,17,6.7M,50+,Free,0,Everyone,Tools,"May 5, 2018",V2,4.4 And Up
R-Type,Game,4.5,7687,23M,"100,000+",Paid,$1.99,Everyone,Arcade,"February 27, 2017",2.3.1,2.3.3 And Up
R Studio,Shopping,3.7,23,8.9M,"5,000+",Free,0,Everyone,Shopping,"July 8, 2016",2.1.1,4.0.3 And Up
Day R Premium,Family,4.8,51068,57M,"100,000+",Paid,$4.99,Teen,Role Playing,"June 21, 2018",1.574,4.0.3 And Up
"Join R, Community Engagement",Social,4.7,144,12M,"1,000+",Free,0,Teen,Social,"January 31, 2017",1.0.12,4.0.3 And Up
R Bank,Finance,4.3,90,13M,"5,000+",Free,0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 And Up
Elemental Knights R Platinum,Family,3.8,2925,93M,"50,000+",Paid,$4.77,Teen,Role Playing,"August 1, 2018",6.2.1,4.1 And Up
Wonder5 Masters R,Family,4.1,1655,83M,"100,000+",Free,0,Everyone,Role Playing,"August 2, 2018",1.1.52,4.3 And Up
Neon-R (Red),Personalization,4.7,25,41M,100+,Paid,$0.99,Everyone,Personalization,"March 12, 2015",1.0,4.0.3 And Up
Mat|R Viewer,Productivity,4.3,5,28M,100+,Free,0,Everyone,Productivity,"July 27, 2018",1.0.5,5.0 And Up
R. Lee Ermey'S Official Sound,Family,4.2,1696,2.7M,"100,000+",Free,0,Mature 17+,Entertainment,"September 19, 2012",1.4,2.1 And Up
Tutorials For R Programming Offline,Family,4.3,2,4.4M,500+,Free,0,Everyone,Education,"December 4, 2017",1.0,4.0 And Up
R Programming Language (Paperset 1) Mcq Quiz,Family,4.3,1,3.4M,10+,Free,0,Everyone,Education,"March 19, 2018",1.0,4.0.3 And Up
S Launcher For Galaxy Touchwiz,Personalization,4.2,11244,2.2M,"1,000,000+",Free,0,Everyone,Personalization,"June 12, 2018",1.1.1,4.1 And Up
S Player - Lightest And Most Powerful Video Player,Tools,4.6,14224,7.1M,"1,000,000+",Free,0,Everyone,Tools,"October 12, 2017",1.0.98_Ww,2.3 And Up
Offroad Pickup Truck S,Family,4.2,5178,20M,"1,000,000+",Free,0,Everyone,Simulation,"October 10, 2017",1.7,2.3 And Up
S Launcher Pro For Galaxy,Personalization,4.1,47,0.026,"1,000+",Paid,$4.99,Everyone,Personalization,"February 12, 2016",1.0,4.1 And Up
Type S Led,Lifestyle,3.5,628,11M,"100,000+",Free,0,Everyone,Lifestyle,"August 14, 2017",Varies With Device,4.3 And Up
S Note,Productivity,4.1,12435,31M,"10,000,000+",Free,0,Everyone,Productivity,"September 26, 2017",Varies With Device,6.0 And Up
S’More - Earn Cash Rewards,Productivity,4.1,15097,14M,"1,000,000+",Free,0,Everyone,Productivity,"July 23, 2018",1.6.0,4.2 And Up
Pitchblack S - Samsung Substratum Theme “For Oreo”,Personalization,4.5,90,37M,"1,000+",Paid,$1.99,Everyone,Personalization,"August 4, 2018",12.6,7.0 And Up
